"","Loan_ID","Gender","Married","Dependents","Education","Self_Employed","ApplicantIncome","CoapplicantIncome","LoanAmount","Loan_Amount_Term","Credit_History","Property_Area","Loan_Status"
"374","LP002205","Male","0","1","1","No",3062,1987,111,"180","0","0","0"
"375","LP002209","Female","0","0","1","",2764,1459,110,"360","1","0","1"
"376","LP002211","Male","1","0","1","No",4817,923,120,"180","1","0","1"
"377","LP002219","Male","1","3+","1","No",8750,4996,130,"360","1","1","1"
"378","LP002223","Male","1","0","1","No",4310,0,130,"360",NA,"2","1"
"379","LP002224","Male","0","0","1","No",3069,0,71,"480","1","0","0"
"380","LP002225","Male","1","2","1","No",5391,0,130,"360","1","0","1"
"381","LP002226","Male","1","0","1","",3333,2500,128,"360","1","2","1"
"382","LP002229","Male","0","0","1","No",5941,4232,296,"360","1","2","1"
"383","LP002231","Female","0","0","1","No",6000,0,156,"360","1","0","1"
"384","LP002234","Male","0","0","1","Yes",7167,0,128,"360","1","0","1"
"385","LP002236","Male","1","2","1","No",4566,0,100,"360","1","0","0"
"386","LP002237","Male","0","1","1","",3667,0,113,"180","1","0","1"
"387","LP002239","Male","0","0","0","No",2346,1600,132,"360","1","2","1"
"388","LP002243","Male","1","0","0","No",3010,3136,NA,"360","0","0","0"
"389","LP002244","Male","1","0","1","No",2333,2417,136,"360","1","0","1"
"390","LP002250","Male","1","0","1","No",5488,0,125,"360","1","1","1"
"391","LP002255","Male","0","3+","1","No",9167,0,185,"360","1","1","1"
"392","LP002262","Male","1","3+","1","No",9504,0,275,"360","1","1","1"
"393","LP002263","Male","1","0","1","No",2583,2115,120,"360",NA,"0","1"
"394","LP002265","Male","1","2","0","No",1993,1625,113,"180","1","2","1"
"395","LP002266","Male","1","2","1","No",3100,1400,113,"360","1","0","1"
"396","LP002272","Male","1","2","1","No",3276,484,135,"360",NA,"2","1"
"397","LP002277","Female","0","0","1","No",3180,0,71,"360","0","0","0"
"398","LP002281","Male","1","0","1","No",3033,1459,95,"360","1","0","1"
"399","LP002284","Male","0","0","0","No",3902,1666,109,"360","1","1","1"
"400","LP002287","Female","0","0","1","No",1500,1800,103,"360","0","2","0"
"401","LP002288","Male","1","2","0","No",2889,0,45,"180","0","0","0"
"402","LP002296","Male","0","0","0","No",2755,0,65,"300","1","1","0"
"403","LP002297","Male","0","0","1","No",2500,20000,103,"360","1","2","1"
"404","LP002300","Female","0","0","0","No",1963,0,53,"360","1","2","1"
"405","LP002301","Female","0","0","1","Yes",7441,0,194,"360","1","1","0"
"406","LP002305","Female","0","0","1","No",4547,0,115,"360","1","2","1"
"407","LP002308","Male","1","0","0","No",2167,2400,115,"360","1","0","1"
"408","LP002314","Female","0","0","0","No",2213,0,66,"360","1","1","1"
"409","LP002315","Male","1","1","1","No",8300,0,152,"300","0","2","0"
"410","LP002317","Male","1","3+","1","No",81000,0,360,"360","0","1","0"
"411","LP002318","Female","0","1","0","Yes",3867,0,62,"360","1","2","0"
"412","LP002319","Male","1","0","1","",6256,0,160,"360",NA,"0","1"
"413","LP002328","Male","1","0","0","No",6096,0,218,"360","0","1","0"
"414","LP002332","Male","1","0","0","No",2253,2033,110,"360","1","1","1"
"415","LP002335","Female","1","0","0","No",2149,3237,178,"360","0","2","0"
"416","LP002337","Female","0","0","1","No",2995,0,60,"360","1","0","1"
"417","LP002341","Female","0","1","1","No",2600,0,160,"360","1","0","0"
"418","LP002342","Male","1","2","1","Yes",1600,20000,239,"360","1","0","0"
"419","LP002345","Male","1","0","1","No",1025,2773,112,"360","1","1","1"
"420","LP002347","Male","1","0","1","No",3246,1417,138,"360","1","2","1"
"421","LP002348","Male","1","0","1","No",5829,0,138,"360","1","1","1"
"422","LP002357","Female","0","0","0","No",2720,0,80,NA,"0","0","0"
"423","LP002361","Male","1","0","1","No",1820,1719,100,"360","1","0","1"
"424","LP002362","Male","1","1","1","No",7250,1667,110,NA,"0","0","0"
"425","LP002364","Male","1","0","1","No",14880,0,96,"360","1","2","1"
"426","LP002366","Male","1","0","1","No",2666,4300,121,"360","1","1","1"
"427","LP002367","Female","0","1","0","No",4606,0,81,"360","1","1","0"
"428","LP002368","Male","1","2","1","No",5935,0,133,"360","1","2","1"
"429","LP002369","Male","1","0","1","No",2920,16.12000084,87,"360","1","1","1"
"430","LP002370","Male","0","0","0","No",2717,0,60,"180","1","0","1"
"431","LP002377","Female","0","1","1","Yes",8624,0,150,"360","1","2","1"
"432","LP002379","Male","0","0","1","No",6500,0,105,"360","0","1","0"
"433","LP002386","Male","0","0","1","",12876,0,405,"360","1","2","1"
"434","LP002387","Male","1","0","1","No",2425,2340,143,"360","1","2","1"
"435","LP002390","Male","0","0","1","No",3750,0,100,"360","1","0","1"
"436","LP002393","Female",NA,"","1","No",10047,0,NA,"240","1","2","1"
"437","LP002398","Male","0","0","1","No",1926,1851,50,"360","1","2","1"
"438","LP002401","Male","1","0","1","No",2213,1125,NA,"360","1","0","1"
"439","LP002403","Male","0","0","1","Yes",10416,0,187,"360","0","0","0"
"440","LP002407","Female","1","0","0","Yes",7142,0,138,"360","1","1","1"
"441","LP002408","Male","0","0","1","No",3660,5064,187,"360","1","2","1"
"442","LP002409","Male","1","0","1","No",7901,1833,180,"360","1","1","1"
"443","LP002418","Male","0","3+","0","No",4707,1993,148,"360","1","2","1"
"444","LP002422","Male","0","1","1","No",37719,0,152,"360","1","2","1"
"445","LP002424","Male","1","0","1","No",7333,8333,175,"300",NA,"1","1"
"446","LP002429","Male","1","1","1","Yes",3466,1210,130,"360","1","1","1"
"447","LP002434","Male","1","2","0","No",4652,0,110,"360","1","1","1"
"448","LP002435","Male","1","0","1","",3539,1376,55,"360","1","1","0"
"449","LP002443","Male","1","2","1","No",3340,1710,150,"360","0","1","0"
"450","LP002444","Male","0","1","0","Yes",2769,1542,190,"360",NA,"2","0"
"451","LP002446","Male","1","2","0","No",2309,1255,125,"360","0","1","0"
"452","LP002447","Male","1","2","0","No",1958,1456,60,"300",NA,"0","1"
"453","LP002448","Male","1","0","1","No",3948,1733,149,"360","0","1","0"
"454","LP002449","Male","1","0","1","No",2483,2466,90,"180","0","1","1"
"455","LP002453","Male","0","0","1","Yes",7085,0,84,"360","1","2","1"
"456","LP002455","Male","1","2","1","No",3859,0,96,"360","1","2","1"
"457","LP002459","Male","1","0","1","No",4301,0,118,"360","1","0","1"
"458","LP002467","Male","1","0","1","No",3708,2569,173,"360","1","0","0"
"459","LP002472","Male","0","2","1","No",4354,0,136,"360","1","1","1"
"460","LP002473","Male","1","0","1","No",8334,0,160,"360","1","2","0"
"461","LP002478","","1","0","1","Yes",2083,4083,160,"360",NA,"2","1"
"462","LP002484","Male","1","3+","1","No",7740,0,128,"180","1","0","1"
"463","LP002487","Male","1","0","1","No",3015,2188,153,"360","1","1","1"
"464","LP002489","Female","0","1","0","",5191,0,132,"360","1","2","1"
"465","LP002493","Male","0","0","1","No",4166,0,98,"360","0","2","0"
"466","LP002494","Male","0","0","1","No",6000,0,140,"360","1","1","1"
"467","LP002500","Male","1","3+","0","No",2947,1664,70,"180","0","0","0"
"468","LP002501","","1","0","1","No",16692,0,110,"360","1","2","1"
"469","LP002502","Female","1","2","0","",210,2917,98,"360","1","2","1"
"470","LP002505","Male","1","0","1","No",4333,2451,110,"360","1","0","0"
"471","LP002515","Male","1","1","1","Yes",3450,2079,162,"360","1","2","1"
"472","LP002517","Male","1","1","0","No",2653,1500,113,"180","0","1","0"
"473","LP002519","Male","1","3+","1","No",4691,0,100,"360","1","2","1"
"474","LP002522","Female","0","0","1","Yes",2500,0,93,"360",NA,"0","1"
"475","LP002524","Male","0","2","1","No",5532,4648,162,"360","1","1","1"
"476","LP002527","Male","1","2","1","Yes",16525,1014,150,"360","1","1","1"
"477","LP002529","Male","1","2","1","No",6700,1750,230,"300","1","2","1"
"478","LP002530","","1","2","1","No",2873,1872,132,"360","0","2","0"
"479","LP002531","Male","1","1","1","Yes",16667,2250,86,"360","1","2","1"
"480","LP002533","Male","1","2","1","No",2947,1603,NA,"360","1","0","0"
"481","LP002534","Female","0","0","0","No",4350,0,154,"360","1","1","1"
"482","LP002536","Male","1","3+","0","No",3095,0,113,"360","1","1","1"
"483","LP002537","Male","1","0","1","No",2083,3150,128,"360","1","2","1"
"484","LP002541","Male","1","0","1","No",10833,0,234,"360","1","2","1"
"485","LP002543","Male","1","2","1","No",8333,0,246,"360","1","2","1"
"486","LP002544","Male","1","1","0","No",1958,2436,131,"360","1","1","1"
"487","LP002545","Male","0","2","1","No",3547,0,80,"360","0","1","0"
"488","LP002547","Male","1","1","1","No",18333,0,500,"360","1","0","0"
"489","LP002555","Male","1","2","1","Yes",4583,2083,160,"360","1","2","1"
"490","LP002556","Male","0","0","1","No",2435,0,75,"360","1","0","0"
"491","LP002560","Male","0","0","0","No",2699,2785,96,"360",NA,"2","1"
"492","LP002562","Male","1","1","0","No",5333,1131,186,"360",NA,"0","1"
"493","LP002571","Male","0","0","0","No",3691,0,110,"360","1","1","1"
"494","LP002582","Female","0","0","0","Yes",17263,0,225,"360","1","2","1"
"495","LP002585","Male","1","0","1","No",3597,2157,119,"360","0","1","0"
"496","LP002586","Female","1","1","1","No",3326,913,105,"84","1","2","1"
"497","LP002587","Male","1","0","0","No",2600,1700,107,"360","1","1","1"
"498","LP002588","Male","1","0","1","No",4625,2857,111,"12",NA,"0","1"
"499","LP002600","Male","1","1","1","Yes",2895,0,95,"360","1","2","1"
"500","LP002602","Male","0","0","1","No",6283,4416,209,"360","0","1","0"
"501","LP002603","Female","0","0","1","No",645,3683,113,"480","1","1","1"
"502","LP002606","Female","0","0","1","No",3159,0,100,"360","1","2","1"
"503","LP002615","Male","1","2","1","No",4865,5624,208,"360","1","2","1"
"504","LP002618","Male","1","1","0","No",4050,5302,138,"360",NA,"1","0"
"505","LP002619","Male","1","0","0","No",3814,1483,124,"300","1","2","1"
"506","LP002622","Male","1","2","1","No",3510,4416,243,"360","1","1","1"
"507","LP002624","Male","1","0","1","No",20833,6667,480,"360",NA,"0","1"
"508","LP002625","","0","0","1","No",3583,0,96,"360","1","0","0"
"509","LP002626","Male","1","0","1","Yes",2479,3013,188,"360","1","0","1"
"510","LP002634","Female","0","1","1","No",13262,0,40,"360","1","0","1"
"511","LP002637","Male","0","0","0","No",3598,1287,100,"360","1","1","0"
"512","LP002640","Male","1","1","1","No",6065,2004,250,"360","1","2","1"
"513","LP002643","Male","1","2","1","No",3283,2035,148,"360","1","0","1"
"514","LP002648","Male","1","0","1","No",2130,6666,70,"180","1","2","0"
"515","LP002652","Male","0","0","1","No",5815,3666,311,"360","1","1","0"
"516","LP002659","Male","1","3+","1","No",3466,3428,150,"360","1","1","1"
"517","LP002670","Female","1","2","1","No",2031,1632,113,"480","1","2","1"
"518","LP002682","Male","1","","0","No",3074,1800,123,"360","0","2","0"
"519","LP002683","Male","0","0","1","No",4683,1915,185,"360","1","2","0"
"520","LP002684","Female","0","0","0","No",3400,0,95,"360","1","1","0"
"521","LP002689","Male","1","2","0","No",2192,1742,45,"360","1","2","1"
"522","LP002690","Male","0","0","1","No",2500,0,55,"360","1","2","1"
"523","LP002692","Male","1","3+","1","Yes",5677,1424,100,"360","1","1","1"
"524","LP002693","Male","1","2","1","Yes",7948,7166,480,"360","1","1","1"
"525","LP002697","Male","0","0","1","No",4680,2087,NA,"360","1","2","0"
"526","LP002699","Male","1","2","1","Yes",17500,0,400,"360","1","1","1"
"527","LP002705","Male","1","0","1","No",3775,0,110,"360","1","2","1"
"528","LP002706","Male","1","1","0","No",5285,1430,161,"360","0","2","1"
"529","LP002714","Male","0","1","0","No",2679,1302,94,"360","1","2","1"
"530","LP002716","Male","0","0","0","No",6783,0,130,"360","1","2","1"
"531","LP002717","Male","1","0","1","No",1025,5500,216,"360",NA,"1","1"
"532","LP002720","Male","1","3+","1","No",4281,0,100,"360","1","0","1"
"533","LP002723","Male","0","2","1","No",3588,0,110,"360","0","1","0"
"534","LP002729","Male","0","1","1","No",11250,0,196,"360",NA,"2","0"
"535","LP002731","Female","0","0","0","Yes",18165,0,125,"360","1","0","1"
"536","LP002732","Male","0","0","0","",2550,2042,126,"360","1","1","1"
"537","LP002734","Male","1","0","1","No",6133,3906,324,"360","1","0","1"
"538","LP002738","Male","0","2","1","No",3617,0,107,"360","1","2","1"
"539","LP002739","Male","1","0","0","No",2917,536,66,"360","1","1","0"
"540","LP002740","Male","1","3+","1","No",6417,0,157,"180","1","1","1"
"541","LP002741","Female","1","1","1","No",4608,2845,140,"180","1","2","1"
"542","LP002743","Female","0","0","1","No",2138,0,99,"360","0","2","0"
"543","LP002753","Female","0","1","1","",3652,0,95,"360","1","2","1"
"544","LP002755","Male","1","1","0","No",2239,2524,128,"360","1","0","1"
"545","LP002757","Female","1","0","0","No",3017,663,102,"360",NA,"2","1"
"546","LP002767","Male","1","0","1","No",2768,1950,155,"360","1","1","1"
"547","LP002768","Male","0","0","0","No",3358,0,80,"36","1","2","0"
"548","LP002772","Male","0","0","1","No",2526,1783,145,"360","1","1","1"
"549","LP002776","Female","0","0","1","No",5000,0,103,"360","0","2","0"
"550","LP002777","Male","1","0","1","No",2785,2016,110,"360","1","1","1"
"551","LP002778","Male","1","2","1","Yes",6633,0,NA,"360","0","1","0"
"552","LP002784","Male","1","1","0","No",2492,2375,NA,"360","1","1","1"
"553","LP002785","Male","1","1","1","No",3333,3250,158,"360","1","0","1"
"554","LP002788","Male","1","0","0","No",2454,2333,181,"360","0","0","0"
"555","LP002789","Male","1","0","1","No",3593,4266,132,"180","0","1","0"
"556","LP002792","Male","1","1","1","No",5468,1032,26,"360","1","2","1"
"557","LP002794","Female","0","0","1","No",2667,1625,84,"360",NA,"0","1"
"558","LP002795","Male","1","3+","1","Yes",10139,0,260,"360","1","2","1"
"559","LP002798","Male","1","0","1","No",3887,2669,162,"360","1","2","1"
"560","LP002804","Female","1","0","1","No",4180,2306,182,"360","1","2","1"
"561","LP002807","Male","1","2","0","No",3675,242,108,"360","1","2","1"
"562","LP002813","Female","1","1","1","Yes",19484,0,600,"360","1","2","1"
"563","LP002820","Male","1","0","1","No",5923,2054,211,"360","1","1","1"
"564","LP002821","Male","0","0","0","Yes",5800,0,132,"360","1","2","1"
"565","LP002832","Male","1","2","1","No",8799,0,258,"360","0","0","0"
"566","LP002833","Male","1","0","0","No",4467,0,120,"360",NA,"1","1"
"567","LP002836","Male","0","0","1","No",3333,0,70,"360","1","0","1"
"568","LP002837","Male","1","3+","1","No",3400,2500,123,"360","0","1","0"
"569","LP002840","Female","0","0","1","No",2378,0,9,"360","1","0","0"
"570","LP002841","Male","1","0","1","No",3166,2064,104,"360","0","0","0"
"571","LP002842","Male","1","1","1","No",3417,1750,186,"360","1","0","1"
"572","LP002847","Male","1","","1","No",5116,1451,165,"360","0","0","0"
"573","LP002855","Male","1","2","1","No",16666,0,275,"360","1","0","1"
"574","LP002862","Male","1","2","0","No",6125,1625,187,"480","1","2","0"
"575","LP002863","Male","1","3+","1","No",6406,0,150,"360","1","2","0"
"576","LP002868","Male","1","2","1","No",3159,461,108,"84","1","0","1"
"577","LP002872","","1","0","1","No",3087,2210,136,"360","0","2","0"
"578","LP002874","Male","0","0","1","No",3229,2739,110,"360","1","0","1"
"579","LP002877","Male","1","1","1","No",1782,2232,107,"360","1","1","1"
"580","LP002888","Male","0","0","1","",3182,2917,161,"360","1","0","1"
"581","LP002892","Male","1","2","1","No",6540,0,205,"360","1","2","1"
"582","LP002893","Male","0","0","1","No",1836,33837,90,"360","1","0","0"
"583","LP002894","Female","1","0","1","No",3166,0,36,"360","1","2","1"
"584","LP002898","Male","1","1","1","No",1880,0,61,"360",NA,"1","0"
"585","LP002911","Male","1","1","1","No",2787,1917,146,"360","0","1","0"
"586","LP002912","Male","1","1","1","No",4283,3000,172,"84","1","1","0"
"587","LP002916","Male","1","0","1","No",2297,1522,104,"360","1","0","1"
"588","LP002917","Female","0","0","0","No",2165,0,70,"360","1","2","1"
"589","LP002925","","0","0","1","No",4750,0,94,"360","1","2","1"
"590","LP002926","Male","1","2","1","Yes",2726,0,106,"360","0","2","0"
"591","LP002928","Male","1","0","1","No",3000,3416,56,"180","1","2","1"
"592","LP002931","Male","1","2","1","Yes",6000,0,205,"240","1","2","0"
"593","LP002933","","0","3+","1","Yes",9357,0,292,"360","1","2","1"
"594","LP002936","Male","1","0","1","No",3859,3300,142,"180","1","1","1"
"595","LP002938","Male","1","0","1","Yes",16120,0,260,"360","1","0","1"
"596","LP002940","Male","0","0","0","No",3833,0,110,"360","1","1","1"
"597","LP002941","Male","1","2","0","Yes",6383,1000,187,"360","1","1","0"
"598","LP002943","Male","0","","1","No",2987,0,88,"360","0","2","0"
"599","LP002945","Male","1","0","1","Yes",9963,0,180,"360","1","1","1"
"600","LP002948","Male","1","2","1","No",5780,0,192,"360","1","0","1"
"601","LP002949","Female","0","3+","1","",416,41667,350,"180",NA,"0","0"
"602","LP002950","Male","1","0","0","",2894,2792,155,"360","1","1","1"
"603","LP002953","Male","1","3+","1","No",5703,0,128,"360","1","0","1"
"604","LP002958","Male","0","0","1","No",3676,4301,172,"360","1","1","1"
"605","LP002959","Female","1","1","1","No",12000,0,496,"360","1","2","1"
"606","LP002960","Male","1","0","0","No",2400,3800,NA,"180","1","0","0"
"607","LP002961","Male","1","1","1","No",3400,2500,173,"360","1","2","1"
"608","LP002964","Male","1","2","0","No",3987,1411,157,"360","1","1","1"
"609","LP002974","Male","1","0","1","No",3232,1950,108,"360","1","1","1"
"610","LP002978","Female","0","0","1","No",2900,0,71,"360","1","1","1"
"611","LP002979","Male","1","3+","1","No",4106,0,40,"180","1","1","1"
"612","LP002983","Male","1","1","1","No",8072,240,253,"360","1","0","1"
"613","LP002984","Male","1","2","1","No",7583,0,187,"360","1","0","1"
"614","LP002990","Female","0","0","1","Yes",4583,0,133,"360","0","2","0"
